Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000003	N5	n43	0.75	Non-Terminal	S_cerevisiae_YDR406W PDR15 SGDID_S000002814_ Chr IV from 1279210-1283799_ Genome Release 64-5-1_ Verified ORF_ "Plasma membrane ATP binding cassette _ABC_ transporter; multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p_ Pdr3p and Pdr8p; promoter contains a PDR responsive element; PDR15 has a paralog_ PDR5_ that arose from the whole genome duplication", C_glabrata_QNG13430.1 PDH1 [Nakaseomyces glabratus], C_nivariensis_g004887.m1	C_glabrata_QNG16780.1 CDR1 [Nakaseomyces glabratus], C_nivariensis_g004310.m1, S_cerevisiae_YOR328W PDR10 SGDID_S000005855_ Chr XV from 931803-936497_ Genome Release 64-5-1_ Verified ORF_ "ATP-binding cassette _ABC_ transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p"
OG0000003	N6	n48	1.0	Non-Terminal	K_lactis_XP_453221.1 uncharacterized protein KLLA0_D03476g [Kluyveromyces lactis], L_kluyveri_g002487.m1, L_kluyveri_g002977.m1	K_lactis_XP_456048.1 uncharacterized protein KLLA0_F21692g [Kluyveromyces lactis], L_kluyveri_g000134.m1
OG0000003	L_kluyveri	n50	1.0	Terminal	L_kluyveri_g002487.m1	L_kluyveri_g002977.m1
OG0000004	Y_lipolytica	n1	1.0	Terminal	Y_lipolytica_XP_505304.2 uncharacterized protein YALI1_F15641g [Yarrowia lipolytica]	Y_lipolytica_XP_503685.2 uncharacterized protein YALI1_E09884g [Yarrowia lipolytica], Y_lipolytica_XP_504799.1 uncharacterized protein YALI1_E41699g [Yarrowia lipolytica], Y_lipolytica_XP_500828.1 uncharacterized protein YALI1_B17441g [Yarrowia lipolytica], Y_lipolytica_XP_503299.2 uncharacterized protein YALI1_D34446g [Yarrowia lipolytica], Y_lipolytica_XP_500827.1 uncharacterized protein YALI1_B17406g [Yarrowia lipolytica], Y_lipolytica_XP_500824.1 uncharacterized protein YALI1_B17261g [Yarrowia lipolytica], Y_lipolytica_XP_500826.1 uncharacterized protein YALI1_B17363g [Yarrowia lipolytica], Y_lipolytica_XP_500736.1 uncharacterized protein YALI1_B14544g [Yarrowia lipolytica], Y_lipolytica_XP_505104.3 uncharacterized protein YALI1_F10296g [Yarrowia lipolytica]
OG0000004	Y_lipolytica	n2	1.0	Terminal	Y_lipolytica_XP_503685.2 uncharacterized protein YALI1_E09884g [Yarrowia lipolytica], Y_lipolytica_XP_504799.1 uncharacterized protein YALI1_E41699g [Yarrowia lipolytica], Y_lipolytica_XP_500828.1 uncharacterized protein YALI1_B17441g [Yarrowia lipolytica], Y_lipolytica_XP_503299.2 uncharacterized protein YALI1_D34446g [Yarrowia lipolytica], Y_lipolytica_XP_500827.1 uncharacterized protein YALI1_B17406g [Yarrowia lipolytica], Y_lipolytica_XP_500824.1 uncharacterized protein YALI1_B17261g [Yarrowia lipolytica], Y_lipolytica_XP_500826.1 uncharacterized protein YALI1_B17363g [Yarrowia lipolytica]	Y_lipolytica_XP_500736.1 uncharacterized protein YALI1_B14544g [Yarrowia lipolytica], Y_lipolytica_XP_505104.3 uncharacterized protein YALI1_F10296g [Yarrowia lipolytica]
OG0000004	Y_lipolytica	n3	1.0	Terminal	Y_lipolytica_XP_503685.2 uncharacterized protein YALI1_E09884g [Yarrowia lipolytica], Y_lipolytica_XP_504799.1 uncharacterized protein YALI1_E41699g [Yarrowia lipolytica], Y_lipolytica_XP_500828.1 uncharacterized protein YALI1_B17441g [Yarrowia lipolytica], Y_lipolytica_XP_503299.2 uncharacterized protein YALI1_D34446g [Yarrowia lipolytica]	Y_lipolytica_XP_500827.1 uncharacterized protein YALI1_B17406g [Yarrowia lipolytica], Y_lipolytica_XP_500824.1 uncharacterized protein YALI1_B17261g [Yarrowia lipolytica], Y_lipolytica_XP_500826.1 uncharacterized protein YALI1_B17363g [Yarrowia lipolytica]
OG0000004	Y_lipolytica	n4	1.0	Terminal	Y_lipolytica_XP_503685.2 uncharacterized protein YALI1_E09884g [Yarrowia lipolytica], Y_lipolytica_XP_504799.1 uncharacterized protein YALI1_E41699g [Yarrowia lipolytica]	Y_lipolytica_XP_500828.1 uncharacterized protein YALI1_B17441g [Yarrowia lipolytica], Y_lipolytica_XP_503299.2 uncharacterized protein YALI1_D34446g [Yarrowia lipolytica]
OG0000004	Y_lipolytica	n5	1.0	Terminal	Y_lipolytica_XP_503685.2 uncharacterized protein YALI1_E09884g [Yarrowia lipolytica]	Y_lipolytica_XP_504799.1 uncharacterized protein YALI1_E41699g [Yarrowia lipolytica]
OG0000004	Y_lipolytica	n6	1.0	Terminal	Y_lipolytica_XP_500828.1 uncharacterized protein YALI1_B17441g [Yarrowia lipolytica]	Y_lipolytica_XP_503299.2 uncharacterized protein YALI1_D34446g [Yarrowia lipolytica]
OG0000004	Y_lipolytica	n7	1.0	Terminal	Y_lipolytica_XP_500827.1 uncharacterized protein YALI1_B17406g [Yarrowia lipolytica]	Y_lipolytica_XP_500824.1 uncharacterized protein YALI1_B17261g [Yarrowia lipolytica], Y_lipolytica_XP_500826.1 uncharacterized protein YALI1_B17363g [Yarrowia lipolytica]
OG0000004	Y_lipolytica	n8	1.0	Terminal	Y_lipolytica_XP_500824.1 uncharacterized protein YALI1_B17261g [Yarrowia lipolytica]	Y_lipolytica_XP_500826.1 uncharacterized protein YALI1_B17363g [Yarrowia lipolytica]
OG0000004	Y_lipolytica	n9	1.0	Terminal	Y_lipolytica_XP_500736.1 uncharacterized protein YALI1_B14544g [Yarrowia lipolytica]	Y_lipolytica_XP_505104.3 uncharacterized protein YALI1_F10296g [Yarrowia lipolytica]
OG0000004	N1	n10	0.2222222222222222	Non-Terminal	K_lactis_XP_454212.1 uncharacterized protein KLLA0_E05897g [Kluyveromyces lactis], L_kluyveri_g003749.m1, L_kluyveri_g003748.m1, L_kluyveri_g000658.m1, L_kluyveri_g000798.m1, C_auris_XP_028893083.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.1415 FRE10 CGDID_CAL0004487 COORDS_Ca21chr4_C_albicans_SC5314_923142-925262W_ translated using codon table 12 _706 amino acids_ Verified ORF; Major cell-surface ferric reductase under low-iron conditions; 7 transmembrane regions and a secretion signal predicted; Tup1_ Rim101_ Ssn6_ Hog1_ caspofungin repressed; ciclopirox olamine induced; rat catheter biofilm induced, C_parapsilosis_CAK9684570.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.2312 orf19.2312 CGDID_CAL0000668 COORDS_Ca21chr1_C_albicans_SC5314_2430115-2432154W_ translated using codon table 12 _679 amino acids_ Uncharacterized ORF; Protein similar to ferric reductase Fre10p; possibly an essential gene_ disruptants not obtained by UAU1 method, C_auris_XP_028892955.1 hypothetical_protein [Candidozyma auris], C_albicans_orf19.1270 FRE3 CGDID_CAL0003015 COORDS_Ca21chr4_C_albicans_SC5314_1291382-1293565W_ translated using codon table 12 _727 amino acids_ Uncharacterized ORF; Protein with similarity to ferric reductase Fre10p; possibly an essential gene_ disruptants not obtained by UAU1 method, C_albicans_orf19.1264 CFL2 CGDID_CAL0002987 COORDS_Ca21chr4_C_albicans_SC5314_1279299-1277083C_ translated using codon table 12 _738 amino acids_ Uncharacterized ORF; Oxidoreductase; iron utilization; Sfu1/Sef1/Hap43/Nrg1/Tup1/Rim101 regulated; alkaline/low iron/fluphenazine/ciclopirox olamine_ flucytosine_ fluconazole_ Spider/flow model/rat catheter biofilm induced; caspofungin/amphotericin B repressed, C_albicans_orf19.1263 CFL1 CGDID_CAL0002986 COORDS_Ca21chr4_C_albicans_SC5314_1274639-1272357C_ translated using codon table 12 _760 amino acids_ Verified ORF; Protein similar to ferric reductase Fre10p; possible functional homolog of S. cerevisiae Fre1p _reports differ_; transcription is negatively regulated by Sfu1p_ copper_ amphotericin B_ caspofungin; induced by ciclopirox olamine, C_auris_XP_028892571.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.3538 FRE9 CGDID_CAL0005889 COORDS_Ca21chr2_C_albicans_SC5314_1049271-1051520W_ translated using codon table 12 _749 amino acids_ Uncharacterized ORF; Ferric reductase; alkaline induced; ciclopirox olamine; Hap43-induced, C_parapsilosis_CAK9682024.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9682020.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9682021.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9684300.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9684301.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.1930 CFL5 CGDID_CAL0002556 COORDS_Ca21chr5_C_albicans_SC5314_308765-310897W_ translated using codon table 12 _710 amino acids_ Uncharacterized ORF; Ferric reductase; induced in low iron; ciclopirox olamine_ flucytosine induced; amphotericin B_ Sfu1 repressed; Tbf1_ Hap43 induced, C_albicans_orf19.1932 CFL4 CGDID_CAL0002558 COORDS_Ca21chr5_C_albicans_SC5314_303390-305522W_ translated using codon table 12 _710 amino acids_ Uncharacterized ORF; C-terminus similar to ferric reductases; induced in low iron; Sfu1-repressed; ciclopirox olamine induced; colony morphology-related gene regulation by Ssn6; Hap43-repressed; Sef1-regulated, C_albicans_orf19.6139 FRE7 CGDID_CAL0006013 COORDS_Ca21chrR_C_albicans_SC5314_1587228-1588439W_ translated using codon table 12 _403 amino acids_ Verified ORF; Copper-regulated cupric reductase; repressed by ciclopirox olamine or 17-beta-estradiol; induced by alkaline conditions or interaction with macrophage; Spider biofilm induced, C_albicans_orf19.6140 FRE30 CGDID_CAL0006027 COORDS_Ca21chrR_C_albicans_SC5314_1586310-1587170W_ translated using codon table 12 _286 amino acids_ Uncharacterized ORF; Protein with similarity to ferric reductases; downregulated in response to amphotericin B_ estradiol_ or ciclopirox olamine_ and upregulated by interaction with macrophage; un-merged from orf19.6139 in a revision of Assembly 21, C_albicans_orf19.6138 orf19.6138 CGDID_CAL0006011 COORDS_Ca21chrR_C_albicans_SC5314_1589637-1591829W_ translated using codon table 12 _730 amino acids_ Uncharacterized ORF; Protein similar to ferric reductase Fre10p; possibly an essential gene_ disruptants not obtained by UAU1 method, C_albicans_orf19.701 CFL11 CGDID_CAL0001699 COORDS_Ca21chrR_C_albicans_SC5314_1433938-1436157W_ translated using codon table 12 _739 amino acids_ Uncharacterized ORF; Protein similar to ferric reductase Fre10p; flucytosine repressed; possibly adherence-induced; possibly an essential gene_ disruptants not obtained by UAU1 method; rat catheter biofilm repressed, C_albicans_orf19.1844 orf19.1844 CGDID_CAL0001677 COORDS_Ca21chrR_C_albicans_SC5314_1472911-1470656C_ translated using codon table 12 _751 amino acids_ Uncharacterized ORF; Protein similar to ferric reductase Fre10p, C_parapsilosis_CAK9682022.1 unnamed protein product [Candida parapsilosis], C_auris_XP_028891798.2 hypothetical_protein [Candidozyma auris], C_auris_XP_028888147.2 hypothetical_protein [Candidozyma auris], C_auris_XP_028892808.2 hypothetical_protein [Candidozyma auris]	K_lactis_XP_454603.1 uncharacterized protein KLLA0_E14477g [Kluyveromyces lactis], N_bacillisporus_jgi|Nakbac1|3932|BN123_NABA0s37e00121g.tr, C_glabrata_QNG12658.1 uncharacterized protein GWK60_C02937 [Nakaseomyces glabratus], C_nivariensis_g003572.m1, K_lactis_XP_452419.1 uncharacterized protein KLLA0_C04906g [Kluyveromyces lactis], S_cerevisiae_YOR384W FRE5 SGDID_S000005911_ Chr XV from 1061564-1063648_ Genome Release 64-5-1_ Verified ORF_ "Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies", K_lactis_XP_455107.1 ferric-chelate reductase [Kluyveromyces lactis], L_kluyveri_g003707.m1, S_cerevisiae_YNR060W FRE4 SGDID_S000005343_ Chr XIV from 739951-742110_ Genome Release 64-5-1_ Verified ORF_ "Ferric reductase; reduces a specific subset of siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels", S_cerevisiae_YKL220C FRE2 SGDID_S000001703_ Chr XI from 11226-9091_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels", S_cerevisiae_YOR381W FRE3 SGDID_S000005908_ Chr XV from 1055545-1057680_ Genome Release 64-5-1_ Verified ORF_ "Ferric reductase; reduces siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels", S_cerevisiae_YLL051C FRE6 SGDID_S000003974_ Chr XII from 39471-37333_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels; targeted to vacuole via AP-3 pathway"
OG0000004	L_kluyveri	n13	1.0	Terminal	L_kluyveri_g003749.m1	L_kluyveri_g003748.m1, L_kluyveri_g000658.m1, L_kluyveri_g000798.m1
OG0000004	L_kluyveri	n14	1.0	Terminal	L_kluyveri_g003748.m1	L_kluyveri_g000658.m1, L_kluyveri_g000798.m1
OG0000004	L_kluyveri	n15	1.0	Terminal	L_kluyveri_g000658.m1	L_kluyveri_g000798.m1
OG0000004	N2	n16	1.0	Non-Terminal	C_auris_XP_028893083.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.1415 FRE10 CGDID_CAL0004487 COORDS_Ca21chr4_C_albicans_SC5314_923142-925262W_ translated using codon table 12 _706 amino acids_ Verified ORF; Major cell-surface ferric reductase under low-iron conditions; 7 transmembrane regions and a secretion signal predicted; Tup1_ Rim101_ Ssn6_ Hog1_ caspofungin repressed; ciclopirox olamine induced; rat catheter biofilm induced, C_parapsilosis_CAK9684570.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.2312 orf19.2312 CGDID_CAL0000668 COORDS_Ca21chr1_C_albicans_SC5314_2430115-2432154W_ translated using codon table 12 _679 amino acids_ Uncharacterized ORF; Protein similar to ferric reductase Fre10p; possibly an essential gene_ disruptants not obtained by UAU1 method, C_auris_XP_028892955.1 hypothetical_protein [Candidozyma auris]	C_albicans_orf19.1270 FRE3 CGDID_CAL0003015 COORDS_Ca21chr4_C_albicans_SC5314_1291382-1293565W_ translated using codon table 12 _727 amino acids_ Uncharacterized ORF; Protein with similarity to ferric reductase Fre10p; possibly an essential gene_ disruptants not obtained by UAU1 method, C_albicans_orf19.1264 CFL2 CGDID_CAL0002987 COORDS_Ca21chr4_C_albicans_SC5314_1279299-1277083C_ translated using codon table 12 _738 amino acids_ Uncharacterized ORF; Oxidoreductase; iron utilization; Sfu1/Sef1/Hap43/Nrg1/Tup1/Rim101 regulated; alkaline/low iron/fluphenazine/ciclopirox olamine_ flucytosine_ fluconazole_ Spider/flow model/rat catheter biofilm induced; caspofungin/amphotericin B repressed, C_albicans_orf19.1263 CFL1 CGDID_CAL0002986 COORDS_Ca21chr4_C_albicans_SC5314_1274639-1272357C_ translated using codon table 12 _760 amino acids_ Verified ORF; Protein similar to ferric reductase Fre10p; possible functional homolog of S. cerevisiae Fre1p _reports differ_; transcription is negatively regulated by Sfu1p_ copper_ amphotericin B_ caspofungin; induced by ciclopirox olamine, C_auris_XP_028892571.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.3538 FRE9 CGDID_CAL0005889 COORDS_Ca21chr2_C_albicans_SC5314_1049271-1051520W_ translated using codon table 12 _749 amino acids_ Uncharacterized ORF; Ferric reductase; alkaline induced; ciclopirox olamine; Hap43-induced, C_parapsilosis_CAK9682024.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9682020.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9682021.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9684300.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9684301.1 unnamed protein product [Candida parapsilosis], C_albicans_orf19.1930 CFL5 CGDID_CAL0002556 COORDS_Ca21chr5_C_albicans_SC5314_308765-310897W_ translated using codon table 12 _710 amino acids_ Uncharacterized ORF; Ferric reductase; induced in low iron; ciclopirox olamine_ flucytosine induced; amphotericin B_ Sfu1 repressed; Tbf1_ Hap43 induced, C_albicans_orf19.1932 CFL4 CGDID_CAL0002558 COORDS_Ca21chr5_C_albicans_SC5314_303390-305522W_ translated using codon table 12 _710 amino acids_ Uncharacterized ORF; C-terminus similar to ferric reductases; induced in low iron; Sfu1-repressed; ciclopirox olamine induced; colony morphology-related gene regulation by Ssn6; Hap43-repressed; Sef1-regulated, C_albicans_orf19.6139 FRE7 CGDID_CAL0006013 COORDS_Ca21chrR_C_albicans_SC5314_1587228-1588439W_ translated using codon table 12 _403 amino acids_ Verified ORF; Copper-regulated cupric reductase; repressed by ciclopirox olamine or 17-beta-estradiol; induced by alkaline conditions or interaction with macrophage; Spider biofilm induced, C_albicans_orf19.6140 FRE30 CGDID_CAL0006027 COORDS_Ca21chrR_C_albicans_SC5314_1586310-1587170W_ translated using codon table 12 _286 amino acids_ Uncharacterized ORF; Protein with similarity to ferric reductases; downregulated in response to amphotericin B_ estradiol_ or ciclopirox olamine_ and upregulated by interaction with macrophage; un-merged from orf19.6139 in a revision of Assembly 21, C_albicans_orf19.6138 orf19.6138 CGDID_CAL0006011 COORDS_Ca21chrR_C_albicans_SC5314_1589637-1591829W_ translated using codon table 12 _730 amino acids_ Uncharacterized ORF; Protein similar to ferric reductase Fre10p; possibly an essential gene_ disruptants not obtained by UAU1 method, C_albicans_orf19.701 CFL11 CGDID_CAL0001699 COORDS_Ca21chrR_C_albicans_SC5314_1433938-1436157W_ translated using codon table 12 _739 amino acids_ Uncharacterized ORF; Protein similar to ferric reductase Fre10p; flucytosine repressed; possibly adherence-induced; possibly an essential gene_ disruptants not obtained by UAU1 method; rat catheter biofilm repressed, C_albicans_orf19.1844 orf19.1844 CGDID_CAL0001677 COORDS_Ca21chrR_C_albicans_SC5314_1472911-1470656C_ translated using codon table 12 _751 amino acids_ Uncharacterized ORF; Protein similar to ferric reductase Fre10p, C_parapsilosis_CAK9682022.1 unnamed protein product [Candida parapsilosis], C_auris_XP_028891798.2 hypothetical_protein [Candidozyma auris], C_auris_XP_028888147.2 hypothetical_protein [Candidozyma auris], C_auris_XP_028892808.2 hypothetical_protein [Candidozyma auris]
OG0000004	N2	n17	0.6666666666666666	Non-Terminal	C_auris_XP_028893083.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.1415 FRE10 CGDID_CAL0004487 COORDS_Ca21chr4_C_albicans_SC5314_923142-925262W_ translated using codon table 12 _706 amino acids_ Verified ORF; Major cell-surface ferric reductase under low-iron conditions; 7 transmembrane regions and a secretion signal predicted; Tup1_ Rim101_ Ssn6_ Hog1_ caspofungin repressed; ciclopirox olamine induced; rat catheter biofilm induced, C_parapsilosis_CAK9684570.1 unnamed protein product [Candida parapsilosis]	C_albicans_orf19.2312 orf19.2312 CGDID_CAL0000668 COORDS_Ca21chr1_C_albicans_SC5314_2430115-2432154W_ translated using codon table 12 _679 amino acids_ Uncharacterized ORF; Protein similar to ferric reductase Fre10p; possibly an essential gene_ disruptants not obtained by UAU1 method, C_auris_XP_028892955.1 hypothetical_protein [Candidozyma auris]
