From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Ontology IDs
KLLA0_F19888g	Q6CJB6	unreviewed	Q6CJB6_KLULA	Midasin	KLLA0_F19888g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	4915	ribosomal large subunit assembly [GO:0000027]; ribosomal large subunit export from nucleus [GO:0000055]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; preribosome, large subunit precursor [GO:0030687]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ribosomal large subunit assembly [GO:0000027]; ribosomal large subunit export from nucleus [GO:0000055]	GO:0000027; GO:0000055; GO:0005524; GO:0005654; GO:0005730; GO:0016887; GO:0030687
KLLA0_F21670g	Q6CJ42	unreviewed	Q6CJ42_KLULA	KLLA0F21670p	KLLA0_F21670g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	292	maturation of 5.8S rRNA [GO:0000460]; maturation of LSU-rRNA [GO:0000470]	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]	rRNA primary transcript binding [GO:0042134]	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]; rRNA primary transcript binding [GO:0042134]; maturation of 5.8S rRNA [GO:0000460]; maturation of LSU-rRNA [GO:0000470]	GO:0000460; GO:0000470; GO:0005730; GO:0030687; GO:0042134
KLLA0_F21846g	Q6CJ34	unreviewed	Q6CJ34_KLULA	KLLA0F21846p	KLLA0_F21846g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	376					
KLLA0_F22022g	Q6CJ26	unreviewed	Q6CJ26_KLULA	dihydroxy-acid dehydratase (EC 4.2.1.9)	KLLA0_F22022g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	583	isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	mitochondrion [GO:0005739]	2 iron, 2 sulfur cluster binding [GO:0051537]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]	mitochondrion [GO:0005739]; 2 iron, 2 sulfur cluster binding [GO:0051537]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]; isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	GO:0004160; GO:0005739; GO:0009097; GO:0009099; GO:0046872; GO:0051537
KLLA0_F22198g	Q6CJ18	unreviewed	Q6CJ18_KLULA	KLLA0F22198p	KLLA0_F22198g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	768		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
KLLA0_F22319g	Q6CJ12	unreviewed	Q6CJ12_KLULA	KLLA0F22319p	KLLA0_F22319g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	203		nucleus [GO:0005634]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]	GO:0000977; GO:0000981; GO:0005634; GO:0008270
KLLA0_F22627g	Q6CIZ8	unreviewed	Q6CIZ8_KLULA	Vacuolar transporter chaperone complex subunit 4 (EC 2.7.4.1) (Polyphosphate kinase) (SPX-dependent polyphosphate polymerase VTC subunit 4) (Vacuolar membrane polyphosphate polymerase catalytic subunit)	KLLA0_F22627g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	729	microautophagy [GO:0016237]; polyphosphate biosynthetic process [GO:0006799]; vacuolar transport [GO:0007034]; vacuole fusion, non-autophagic [GO:0042144]	fungal-type vacuole membrane [GO:0000329]; vacuolar transporter chaperone complex [GO:0033254]		fungal-type vacuole membrane [GO:0000329]; vacuolar transporter chaperone complex [GO:0033254]; microautophagy [GO:0016237]; polyphosphate biosynthetic process [GO:0006799]; vacuolar transport [GO:0007034]; vacuole fusion, non-autophagic [GO:0042144]	GO:0000329; GO:0006799; GO:0007034; GO:0016237; GO:0033254; GO:0042144
KLLA0_F23243g	Q6CIX4	unreviewed	Q6CIX4_KLULA	DNA-directed RNA polymerase subunit (EC 2.7.7.6)	KLLA0_F23243g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1653	DNA-templated transcription [GO:0006351]	mitochondrion [GO:0005739]; RNA polymerase I complex [GO:0005736]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]	mitochondrion [GO:0005739]; RNA polymerase I complex [GO:0005736]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; DNA-templated transcription [GO:0006351]	GO:0003677; GO:0003899; GO:0005736; GO:0005739; GO:0006351
KLLA0_F23650g	Q6CIV5	unreviewed	Q6CIV5_KLULA	KLLA0F23650p	KLLA0_F23650g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	312		nucleolus [GO:0005730]	RNA binding [GO:0003723]	nucleolus [GO:0005730]; RNA binding [GO:0003723]	GO:0003723; GO:0005730
KLLA0_F24178g	Q6CIT2	unreviewed	Q6CIT2_KLULA	H/ACA ribonucleoprotein complex non-core subunit NAF1 (Nuclear assembly factor 1)	KLLA0_F24178g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	485	box H/ACA snoRNP assembly [GO:0000493]; pseudouridine synthesis [GO:0001522]; rRNA processing [GO:0006364]	nucleus [GO:0005634]; sno(s)RNA-containing ribonucleoprotein complex [GO:0005732]	RNA binding [GO:0003723]	nucleus [GO:0005634]; sno(s)RNA-containing ribonucleoprotein complex [GO:0005732]; RNA binding [GO:0003723]; box H/ACA snoRNP assembly [GO:0000493]; pseudouridine synthesis [GO:0001522]; rRNA processing [GO:0006364]	GO:0000493; GO:0001522; GO:0003723; GO:0005634; GO:0005732; GO:0006364
KLLA0_F24398g	Q6CIS2	unreviewed	Q6CIS2_KLULA	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase)	NAT10 KLLA0_F24398g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1055	rRNA acetylation involved in maturation of SSU-rRNA [GO:1904812]; tRNA acetylation [GO:0051391]	90S preribosome [GO:0030686]; nucleolus [GO:0005730]	18S rRNA cytidine N-acetyltransferase activity [GO:1990883]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; tRNA N4-acetyltransferase activity [GO:0051392]	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; 18S rRNA cytidine N-acetyltransferase activity [GO:1990883]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; tRNA N4-acetyltransferase activity [GO:0051392]; rRNA acetylation involved in maturation of SSU-rRNA [GO:1904812]; tRNA acetylation [GO:0051391]	GO:0000049; GO:0005524; GO:0005730; GO:0030686; GO:0051391; GO:0051392; GO:1904812; GO:1990883
KLLA0_F25278g	Q6CIN2	unreviewed	Q6CIN2_KLULA	KLLA0F25278p	KLLA0_F25278g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	224	RNA processing [GO:0006396]	nucleolus [GO:0005730]	RNA binding [GO:0003723]	nucleolus [GO:0005730]; RNA binding [GO:0003723]; RNA processing [GO:0006396]	GO:0003723; GO:0005730; GO:0006396
KLLA0_F26070g	Q6CIJ8	unreviewed	Q6CIJ8_KLULA	KLLA0F26070p	KLLA0_F26070g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	447	ribosomal large subunit biogenesis [GO:0042273]; ribosomal small subunit biogenesis [GO:0042274]	nucleolus [GO:0005730]	DNA binding [GO:0003677]; RNA binding [GO:0003723]	nucleolus [GO:0005730]; DNA binding [GO:0003677]; RNA binding [GO:0003723]; ribosomal large subunit biogenesis [GO:0042273]; ribosomal small subunit biogenesis [GO:0042274]	GO:0003677; GO:0003723; GO:0005730; GO:0042273; GO:0042274
KLLA0_F26224g	Q6CIJ1	unreviewed	Q6CIJ1_KLULA	RNA helicase (EC 3.6.4.13)	KLLA0_F26224g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	732	positive regulation of transcription by RNA polymerase I [GO:0045943]	nucleolus [GO:0005730]	ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; helicase activity [GO:0004386]	nucleolus [GO:0005730]; ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; helicase activity [GO:0004386]; positive regulation of transcription by RNA polymerase I [GO:0045943]	GO:0003725; GO:0004386; GO:0005524; GO:0005730; GO:0045943
KLLA0_F26818g	B5FV92	unreviewed	B5FV92_KLULA	KLLA0F26818p	KLLA0_F26818g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	74					
KLLA0_F27269g	Q6CIE6	unreviewed	Q6CIE6_KLULA	KLLA0F27269p	KLLA0_F27269g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1216		nucleus [GO:0005634]		nucleus [GO:0005634]	GO:0005634
