Orthogroup	C_albicans	C_auris	C_glabrata	C_nivariensis	C_parapsilosis	K_lactis	L_kluyveri	N_bacillisporus	S_cerevisiae	Y_lipolytica
OG0006409	orf19.757.1 orf19.757.1 CGDID_CAL0120967 COORDS_Ca21chr1_C_albicans_SC5314_1008446-1008273C_ translated using codon table 12 _57 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006410	orf19.4819 orf19.4819 CGDID_CAL0005322 COORDS_Ca21chr1_C_albicans_SC5314_2104356-2104712W_ translated using codon table 12 _118 amino acids_ Uncharacterized ORF; Protein of unknown function; transcript detected on high-resolution tiling arrays; rat catheter biofilm induced									
OG0006411	orf19.1414 orf19.1414 CGDID_CAL0004484 COORDS_Ca21chr4_C_albicans_SC5314_926702-925797C_ translated using codon table 12 _301 amino acids_ Uncharacterized ORF; Protein of unknown function; transcript is upregulated in an RHE model of oral candidiasis; Hap43-repressed									
OG0006412	orf19.1999 orf19.1999 CGDID_CAL0002746 COORDS_Ca21chr2_C_albicans_SC5314_211535-212116W_ translated using codon table 12 _193 amino acids_ Uncharacterized ORF; Protein of unknown function; transcript detected on high-resolution tiling arrays									
OG0006413	orf19.1257 orf19.1257 CGDID_CAL0002958 COORDS_Ca21chr4_C_albicans_SC5314_1262779-1263111W_ translated using codon table 12 _110 amino acids_ Dubious ORF; Protein of unknown function									
OG0006414	orf19.1715 IRO1 CGDID_CAL0000781 COORDS_Ca21chr3_C_albicans_SC5314_293369-291579C_ translated using codon table 12 _596 amino acids_ Verified ORF; Putative transcription factor; role in iron utilization_ pathogenesis; both IRO1 and adjacent URA3 are mutated in strain CAI4; suppresses S. cerevisiae aft1 mutant low-iron growth defect; hyphal-induced; reports differ about iron regulation									
OG0006415	orf19.420 orf19.420 CGDID_CAF0006897 COORDS_Ca21chr1_C_albicans_SC5314_1142135-1142629W_ translated using codon table 12 _164 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006416	orf19.7608 orf19.7608 CGDID_CAL0000799 COORDS_Ca21chrR_C_albicans_SC5314_2199676-2200071W_ translated using codon table 12 _131 amino acids_ Uncharacterized ORF; Protein of unknown function; fluconazole-repressed; Spider biofilm induced									
OG0006417	orf19.1958 orf19.1958 CGDID_CAL0002604 COORDS_Ca21chr5_C_albicans_SC5314_254747-255256W_ translated using codon table 12 _169 amino acids_ Dubious ORF; Dubious open reading frame									
OG0006418	orf19.6008.3 orf19.6008.3 CGDID_CAF0007062 COORDS_Ca21chr1_C_albicans_SC5314_198227-198752W_ translated using codon table 12 _152 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006419	orf19.7054 orf19.7054 CGDID_CAL0002081 COORDS_Ca21chr7_C_albicans_SC5314_114110-114475W_ translated using codon table 12 _121 amino acids_ Dubious ORF; Dubious open reading frame									
OG0006420	orf19.2943.5 orf19.2943.5 CGDID_CAF0006968 COORDS_Ca21chr1_C_albicans_SC5314_536985-537284W_ translated using codon table 12 _99 amino acids_ Dubious ORF; Protein of unknown function									
OG0006421	orf19.1349 orf19.1349 CGDID_CAL0003833 COORDS_Ca21chr2_C_albicans_SC5314_1683487-1683047C_ translated using codon table 12 _146 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006422	orf19.3271 orf19.3271 CGDID_CAF0006979 COORDS_Ca21chrR_C_albicans_SC5314_191908-191354C_ translated using codon table 12 _184 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006423	orf19.2431 orf19.2431 CGDID_CAL0001514 COORDS_Ca21chr1_C_albicans_SC5314_1286424-1286083C_ translated using codon table 12 _113 amino acids_ Dubious ORF; Dubious open reading frame_ only conserved in Candida dubliniensis; induced by alpha pheromone in SpiderM medium; mRNA binds She3; Spider biofilm induced; flow model biofilm repressed									
OG0006424	orf19.3499 orf19.3499 CGDID_CAL0005124 COORDS_Ca21chr6_C_albicans_SC5314_434456-434959W_ translated using codon table 12 _167 amino acids_ Uncharacterized ORF; Secreted potein; Hap43-repressed; fluconazole-induced; regulated by Tsa1_ Tsa1B under H2O2 stress conditions; induced by Mnl1p under weak acid stress; Spider biofilm induced									
OG0006425	orf19.2061 orf19.2061 CGDID_CAL0004459 COORDS_Ca21chr2_C_albicans_SC5314_111087-110767C_ translated using codon table 12 _106 amino acids_ Dubious ORF; Protein of unknown function									
OG0006426	orf19.6575 orf19.6575 CGDID_CAL0003281 COORDS_Ca21chr7_C_albicans_SC5314_322905-323231W_ translated using codon table 12 _108 amino acids_ Dubious ORF; Protein of unknown function; rat catheter biofilm repressed									
OG0006427	orf19.2962 orf19.2962 CGDID_CAL0006078 COORDS_Ca21chr1_C_albicans_SC5314_574280-575167W_ translated using codon table 12 _295 amino acids_ Uncharacterized ORF; Protein of unknown function; Spider biofilm induced									
OG0006428	orf19.3886 orf19.3886 CGDID_CAL0002182 COORDS_Ca21chrR_C_albicans_SC5314_1341404-1340001C_ translated using codon table 12 _467 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006429	orf19.6501 orf19.6501 CGDID_CAL0003028 COORDS_Ca21chr7_C_albicans_SC5314_469502-470374W_ translated using codon table 12 _290 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006430	orf19.4847 orf19.4847 CGDID_CAF0007022 COORDS_Ca21chr1_C_albicans_SC5314_2148905-2148453C_ translated using codon table 12 _150 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006431	orf19.2813 orf19.2813 CGDID_CAL0005053 COORDS_Ca21chr3_C_albicans_SC5314_822372-822244C_ translated using codon table 12 _42 amino acids_ Dubious ORF; Protein of unknown function									
OG0006432	orf19.6777 orf19.6777 CGDID_CAL0004958 COORDS_Ca21chr3_C_albicans_SC5314_1660334-1661032W_ translated using codon table 12 _232 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006433	orf19.5606 orf19.5606 CGDID_CAL0000535 COORDS_Ca21chr6_C_albicans_SC5314_673310-672990C_ translated using codon table 12 _106 amino acids_ Dubious ORF; Protein of unknown function									
OG0006434	orf19.6114 orf19.6114 CGDID_CAL0005959 COORDS_Ca21chr1_C_albicans_SC5314_4720-4409C_ translated using codon table 12 _103 amino acids_ Uncharacterized ORF; Protein of unknown function; transcript detected on high-resolution tiling arrays									
OG0006435	orf19.133 orf19.133 CGDID_CAL0003073 COORDS_Ca21chr6_C_albicans_SC5314_242064-242387W_ translated using codon table 12 _107 amino acids_ Dubious ORF; Protein of unknown function; induced by nitric oxide independent of Yhb1p									
OG0006436	orf19.3637 orf19.3637 CGDID_CAL0000384 COORDS_Ca21chr2_C_albicans_SC5314_1701552-1701869W_ translated using codon table 12 _105 amino acids_ Dubious ORF; Dubious open reading frame									
OG0006437	orf19.647.3 orf19.647.3 CGDID_CAF0006906 COORDS_Ca21chrR_C_albicans_SC5314_1091608-1091907W_ translated using codon table 12 _99 amino acids_ Dubious ORF; Protein of unknown function; Spider biofilm induced									
OG0006438	orf19.4472 orf19.4472 CGDID_CAL0001951 COORDS_Ca21chr1_C_albicans_SC5314_837520-837837W_ translated using codon table 12 _105 amino acids_ Dubious ORF; Protein of unknown function									
OG0006439	orf19.1724 orf19.1724 CGDID_CAL0000805 COORDS_Ca21chr3_C_albicans_SC5314_273911-274378W_ translated using codon table 12 _155 amino acids_ Dubious ORF; Protein of unknown function; induced by nitric oxide independent of Yhb1p									
OG0006440	orf19.3461 orf19.3461 CGDID_CAL0005031 COORDS_Ca21chr6_C_albicans_SC5314_460187-460549W_ translated using codon table 12 _120 amino acids_ Uncharacterized ORF; Protein of unknown function; oxidative stress-induced via Cap1; induced by alpha pheromone in SpiderM medium									
OG0006441	orf19.6280 orf19.6280 CGDID_CAL0000585 COORDS_Ca21chr1_C_albicans_SC5314_1340369-1340722W_ translated using codon table 12 _117 amino acids_ Dubious ORF; Dubious open reading frame									
OG0006442	orf19.1821 orf19.1821 CGDID_CAL0001624 COORDS_Ca21chr1_C_albicans_SC5314_1324825-1324514C_ translated using codon table 12 _103 amino acids_ Dubious ORF; Protein of unknown function; repressed by alpha pheromone in SpiderM medium									
OG0006443	orf19.3134 orf19.3134 CGDID_CAL0002290 COORDS_Ca21chr4_C_albicans_SC5314_1503162-1502722C_ translated using codon table 12 _146 amino acids_ Dubious ORF; Protein of unknown function; flow model biofilm induced									
OG0006444	orf19.7170 orf19.7170 CGDID_CAL0003076 COORDS_Ca21chr7_C_albicans_SC5314_883889-883500C_ translated using codon table 12 _129 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006445	orf19.4936 orf19.4936 CGDID_CAL0006281 COORDS_Ca21chr1_C_albicans_SC5314_2853604-2853999W_ translated using codon table 12 _131 amino acids_ Dubious ORF; Dubious open reading frame									
OG0006446	orf19.1678 orf19.1678 CGDID_CAL0000111 COORDS_Ca21chr3_C_albicans_SC5314_360219-360569W_ translated using codon table 12 _116 amino acids_ Uncharacterized ORF; Protein of unknown function; transcript detected on high-resolution tiling arrays									
OG0006447	orf19.6922 orf19.6922 CGDID_CAL0000199 COORDS_Ca21chr3_C_albicans_SC5314_826159-826248W_ translated using codon table 12 _29 amino acids_ Dubious ORF; Dubious open reading frame									
OG0006448	orf19.7453 orf19.7453 CGDID_CAL0005581 COORDS_Ca21chr3_C_albicans_SC5314_1517874-1518695W_ translated using codon table 12 _273 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006449	orf19.1008 orf19.1008 CGDID_CAL0001025 COORDS_Ca21chrR_C_albicans_SC5314_1136826-1137140W_ translated using codon table 12 _104 amino acids_ Dubious ORF; Protein of unknown function									
OG0006450	orf19.114 orf19.114 CGDID_CAL0002994 COORDS_Ca21chr6_C_albicans_SC5314_212847-211849C_ translated using codon table 12 _332 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006451	orf19.6078.1 RFC52 CGDID_CAF0007065 COORDS_Ca21chr1_C_albicans_SC5314_43680-43483C_ translated using codon table 12 _65 amino acids_ Uncharacterized ORF; Putative replication factor C complex protein; periodic mRNA expression_ peak at cell-cycle G1/S phase; overlaps orf19.6079									
OG0006452	orf19.948 orf19.948 CGDID_CAL0003693 COORDS_Ca21chr5_C_albicans_SC5314_77014-77355W_ translated using codon table 12 _113 amino acids_ Dubious ORF; Protein of unknown function									
OG0006453	orf19.4263 orf19.4263 CGDID_CAL0000285 COORDS_Ca21chr5_C_albicans_SC5314_560499-559336C_ translated using codon table 12 _387 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006454	orf19.6911 orf19.6911 CGDID_CAL0000156 COORDS_Ca21chr7_C_albicans_SC5314_265075-264746C_ translated using codon table 12 _109 amino acids_ Dubious ORF; Protein of unknown function									
OG0006455	orf19.951 orf19.951 CGDID_CAL0003712 COORDS_Ca21chr5_C_albicans_SC5314_72101-71613C_ translated using codon table 12 _162 amino acids_ Uncharacterized ORF; Protein of unknown function; transcript repressed upon yeast-hyphal switch; fluconazole-induced; Hap43-repressed; flow model biofilm induced									
OG0006456	orf19.3107 orf19.3107 CGDID_CAL0002222 COORDS_Ca21chr4_C_albicans_SC5314_1553136-1552690C_ translated using codon table 12 _148 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006457	orf19.1075 orf19.1075 CGDID_CAL0001227 COORDS_Ca21chr6_C_albicans_SC5314_924998-923865C_ translated using codon table 12 _377 amino acids_ Uncharacterized ORF; Protein of unknown function; Spider biofilm induced									
OG0006458	orf19.3172 orf19.3172 CGDID_CAL0002391 COORDS_Ca21chr5_C_albicans_SC5314_446231-446632W_ translated using codon table 12 _133 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006459	orf19.1207 orf19.1207 CGDID_CAL0002771 COORDS_Ca21chr4_C_albicans_SC5314_847295-847627W_ translated using codon table 12 _110 amino acids_ Dubious ORF; Protein of unknown function									
OG0006460	orf19.6840 orf19.6840 CGDID_CAL0005757 COORDS_Ca21chr1_C_albicans_SC5314_920753-920232C_ translated using codon table 12 _173 amino acids_ Uncharacterized ORF; Protein of unknown function; transcript detected in high-resolution tiling arrays; transcription induced by alpha pheromone in SpiderM medium; Spider and early-stage flow model biofilm induced									
OG0006461	orf19.609 orf19.609 CGDID_CAL0000886 COORDS_Ca21chrR_C_albicans_SC5314_1725983-1725648C_ translated using codon table 12 _111 amino acids_ Dubious ORF; Protein of unknown function; white cell specific transcript									
OG0006462	orf19.6179 orf19.6179 CGDID_CAF0007098 COORDS_Ca21chr3_C_albicans_SC5314_1776923-1776231C_ translated using codon table 12 _230 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006463	orf19.7125 orf19.7125 CGDID_CAL0002890 COORDS_Ca21chr7_C_albicans_SC5314_1155-97C_ translated using codon table 12 _352 amino acids_ Uncharacterized ORF; Protein of unknown function; Spider biofilm repressed									
OG0006464	orf19.4330 orf19.4330 CGDID_CAL0000980 COORDS_Ca21chr5_C_albicans_SC5314_672470-674542W_ translated using codon table 12 _690 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006465	orf19.5464 orf19.5464 CGDID_CAF0007047 COORDS_Ca21chr3_C_albicans_SC5314_17482-18108W_ translated using codon table 12 _208 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006466	orf19.7277 orf19.7277 CGDID_CAL0003964 COORDS_Ca21chr1_C_albicans_SC5314_3185909-3185382C_ translated using codon table 12 _175 amino acids_ Uncharacterized ORF; Predicted ORF in retrotransposon Zorro2 with similarity to zinc finger-containing retroviral nucleocapsid proteins; un-merged from orf19.7275 in a revision of Assembly 21 based on comparative genome analysis and new sequence data									
OG0006467	orf19.3091 orf19.3091 CGDID_CAL0001522 COORDS_Ca21chr4_C_albicans_SC5314_1578626-1582930W_ translated using codon table 12 _1434 amino acids_ Uncharacterized ORF; Protein of unknown function; repressed during core stress response									
OG0006468	orf19.1581 orf19.1581 CGDID_CAL0005639 COORDS_Ca21chr2_C_albicans_SC5314_517722-518054W_ translated using codon table 12 _110 amino acids_ Dubious ORF; Planktonic growth-induced gene									
OG0006469	orf19.3740 PGA23 CGDID_CAL0001195 COORDS_Ca21chrR_C_albicans_SC5314_510509-511357W_ translated using codon table 12 _282 amino acids_ Verified ORF; Putative GPI-anchored protein of unknown function; Rim101-repressed; Cyr1-regulated; colony morphology-related gene regulation by Ssn6									
OG0006470	orf19.2529.1 orf19.2529.1 CGDID_CAL0120636 COORDS_Ca21chrR_C_albicans_SC5314_338318-338130C_ translated using codon table 12 _62 amino acids_ Uncharacterized ORF; Protein of unknown function; Spider biofilm repressed									
OG0006471	orf19.2025 orf19.2025 CGDID_CAL0004362 COORDS_Ca21chr2_C_albicans_SC5314_161361-161705W_ translated using codon table 12 _114 amino acids_ Dubious ORF; Dubious open reading frame									
OG0006472	orf19.7130 orf19.7130 CGDID_CAL0002921 COORDS_Ca21chr7_C_albicans_SC5314_940494-940895W_ translated using codon table 12 _133 amino acids_ Uncharacterized ORF; Protein of unknown function; Hap43-repressed gene									
OG0006473	orf19.4115 orf19.4115 CGDID_CAL0005592 COORDS_Ca21chr2_C_albicans_SC5314_1238873-1238541C_ translated using codon table 12 _110 amino acids_ Dubious ORF; Protein of unknown function									
OG0006474	orf19.4647 HAP3 CGDID_CAL0003705 COORDS_Ca21chr4_C_albicans_SC5314_287709-288817W_ translated using codon table 12 _329 amino acids_ Uncharacterized ORF; Predicted CCAAT-binding transcription factor that regulates respiration; Cap2-dependent induction in low iron; opaque specific_ alkaline_ ciclopirox olamine induced; regulated by Sef1_ Sfu1_ Hap43; Bcr1-regulated in RPMI a/a biofilms									
OG0006475	orf19.4995 orf19.4995 CGDID_CAL0000033 COORDS_Ca21chr1_C_albicans_SC5314_2985121-2986353W_ translated using codon table 12 _410 amino acids_ Uncharacterized ORF; Protein of unknown function									
OG0006476	orf19.4965 orf19.4965 CGDID_CAL0006365 COORDS_Ca21chr1_C_albicans_SC5314_2917715-2919805W_ translated using codon table 12 _696 amino acids_ Uncharacterized ORF; Protein of unknown function; rat catheter biofilm induced									
OG0006477	orf19.5446 orf19.5446 CGDID_CAF0007043 COORDS_Ca21chr3_C_albicans_SC5314_30205-29708C_ translated using codon table 12 _165 amino acids_ Uncharacterized ORF; Putative protein of unknown function; transcript is upregulated in clinical isolates from HIV+ patients with oral candidiasis; regulated by Ssn6									
OG0006478	orf19.2391 orf19.2391 CGDID_CAL0000832 COORDS_Ca21chrR_C_albicans_SC5314_744086-745159W_ translated using codon table 12 _357 amino acids_ Uncharacterized ORF; Putative protein of unknown function; Hap43p-repressed gene; <I									
