Orthogroup	C_glabrata	S_cerevisiae
OG0000143	QNG14086.1 uncharacterized protein GWK60_G08701 [Nakaseomyces glabratus]	"YPL203W TPK2 SGDID_S000006124_ Chr XVI from 166256-167398_ Genome Release 64-5-1_ Verified ORF_ ""cAMP-dependent protein kinase catalytic subunit; promotes nutrient responsive growth via the Ras-cAMP signaling pathway; phosphorylates and inhibits histone demethylase Jhd2p in response to glucose_ promoting H3K4 trimethylation and maintaining H3K14 acetylation by preventing chromatin binding of Rpd3p; required for Sfl1p-mediated pseudohyphal growth; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia"""
OG0000144	QNG13416.1 PHO87 [Nakaseomyces glabratus]	"YCR037C PHO87 SGDID_S000000633_ Chr III from 197185-194414_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Low-affinity inorganic phosphate _Pi_ transporter; acts upstream of Pho81p in regulation of PHO pathway; targeted to vacuole via AP-3 pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog_ PHO90_ that arose from the whole genome duplication"", YJL198W PHO90 SGDID_S000003734_ Chr X from 60844-63489_ Genome Release 64-5-1_ Verified ORF_ ""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84_ pho87_ pho89_ pho90_ and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog_ PHO87_ that arose from the whole genome duplication"""
OG0000144	QNG14652.1 PHO91 [Nakaseomyces glabratus]	"YNR013C PHO91 SGDID_S000005296_ Chr XIV from 651712-649028_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Low-affinity vacuolar phosphate transporter; exports phosphate from vacuolar lumen to cytosol; regulates phosphate and polyphosphate metabolism; acts upstream of Pho81p in regulation of PHO pathway; localizes to sites of contact between vacuole and mitochondria _vCLAMPs_; targeted to vacuole via AP-3 pathway; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth"""
OG0000146	QNG13800.1 uncharacterized protein GWK60_G02167 [Nakaseomyces glabratus]	"YKR086W PRP16 SGDID_S000001794_ Chr XI from 599857-603072_ Genome Release 64-5-1_ Verified ORF_ ""DEAH-box RNA helicase; involved in the second catalytic step of splicing and in exon ligation; exhibits ATP-dependent RNA unwinding activity; mediates the release of Yju2p and Cwc25p in the second step; in the absence of ATP_ stabilizes the binding of Cwc25p to the spliceosome in the first catalytic step; missense mutation in human ortholog DHX38 associated with early-onset retinitis pigmentosa"""
OG0000146	QNG14558.1 uncharacterized protein GWK60_H09493 [Nakaseomyces glabratus]	"YER013W PRP22 SGDID_S000000815_ Chr V from 178841-182278_ Genome Release 64-5-1_ Verified ORF_ ""DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase; associates with lariat intermediates before the second catalytic step of splicing; mediates ATP-dependent mRNA release from the spliceosome and unwinds RNA duplexes; required for proofreading the exon ligation reaction"""
OG0000148	QNG15536.1 uncharacterized protein GWK60_K03201 [Nakaseomyces glabratus]	"YMR101C SRT1 SGDID_S000004707_ Chr XIII from 469476-468445_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Forms the dehydrodolichyl diphosphate synthase _DDS_ complex with NUS1; involved in synthesis of long-chain dolichols _19-22 isoprene units; as opposed to Rer2p which synthesizes shorter-chain dolichols_; localizes to lipid bodies; transcription is induced during stationary phase"""
OG0000148	QNG12694.1 uncharacterized protein GWK60_C03817 [Nakaseomyces glabratus]	"YBR002C RER2 SGDID_S000000206_ Chr II from 242568-241708_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Forms the dehydrodolichyl diphosphate synthase _DDS_ complex with NUS1; major enzyme of polyprenol synthesis in both the endoplasmic reticulum _ER_ and in lipid droplets; participates in ER protein sorting; human ortholog DHDDS functionally complements the heat sensitive growth defect of a ts allele_ and is associated with retinitis pigmentosa"""
OG0000149	QNG16504.1 uncharacterized protein GWK60_L12595 [Nakaseomyces glabratus]	"YOR219C STE13 SGDID_S000005745_ Chr XV from 755009-752214_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Dipeptidyl aminopeptidase; Golgi integral membrane protein that cleaves on the carboxyl side of repeating -X-Ala- sequences_ required for maturation of alpha factor_ transcription is induced by a-factor"""
OG0000149	QNG14899.1 uncharacterized protein GWK60_J00473 [Nakaseomyces glabratus]	"YHR028C DAP2 SGDID_S000001070_ Chr VIII from 167434-164978_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Dipeptidyl aminopeptidase; synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p"""
OG0000150	QNG16525.1 uncharacterized protein GWK60_L13079 [Nakaseomyces glabratus]	"YPR001W CIT3 SGDID_S000006205_ Chr XVI from 556377-557837_ Genome Release 64-5-1_ Verified ORF_ ""Dual specificity mitochondrial citrate and methylcitrate synthase; catalyzes the condensation of acetyl-CoA and oxaloacetate to form citrate and that of propionyl-CoA and oxaloacetate to form 2-methylcitrate"""
OG0000150	QNG14304.1 uncharacterized protein GWK60_H03795 [Nakaseomyces glabratus]	"YNR001C CIT1 SGDID_S000005284_ Chr XIV from 631061-629622_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mitochondrial citrate synthase; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate_ which is the first and rate-limiting step of the TCA cycle; transcription subject to glucose repression; CIT1 has a paralog_ CIT2_ that arose from the whole genome duplication"", YCR005C CIT2 SGDID_S000000598_ Chr III from 122328-120946_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Citrate synthase_ peroxisomal isozyme involved in glyoxylate cycle; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate; expression is controlled by Rtg1p and Rtg2p transcription factors; SCF-Ucc1 regulates level of Cit2p to maintain citrate homeostasis; oxaloacetate-dependent positive feedback loop inhibits Cit2p ubiquitination; CIT2 has a paralog_ CIT1_ that arose from the whole genome duplication"""
OG0000151	QNG15531.1 uncharacterized protein GWK60_K03069 [Nakaseomyces glabratus]	"YHL019C APM2 SGDID_S000001011_ Chr VIII from 69548-67731_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport"""
OG0000151	QNG15413.1 uncharacterized protein GWK60_K00385 [Nakaseomyces glabratus]	"YPL259C APM1 SGDID_S000006180_ Chr XVI from 52671-51244_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mu1-like medium subunit of the AP-1 complex; binds clathrin; involved in clathrin-dependent Golgi protein sorting; the AP-1 complex is the clathrin-associated protein complex"""
OG0000152	QNG14654.1 uncharacterized protein GWK60_I01111 [Nakaseomyces glabratus]	"YNR011C PRP2 SGDID_S000005294_ Chr XIV from 646950-644320_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16"""
OG0000152	QNG13618.1 uncharacterized protein GWK60_F06721 [Nakaseomyces glabratus]	"YGL120C PRP43 SGDID_S000003088_ Chr VII from 283937-281634_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""RNA helicase in the DEAH-box family; functions in both RNA polymerase I and polymerase II transcript metabolism; catalyzes removal of U2_ U5_ and U6 snRNPs from the postsplicing lariat-intron ribonucleoprotein complex; required for efficient biogenesis of both small- and large-subunit rRNAs; acts with Sqs1p to promote 20S to 18S rRNA processing catalyzed by endonuclease Nob1p"""
OG0000153	QNG13725.1 uncharacterized protein GWK60_G00407 [Nakaseomyces glabratus]	"YGR271W SLH1 SGDID_S000003503_ Chr VII from 1031791-1037694_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of ribosome-associated quality control trigger complex _RQT_; putative RNA helicase related to Ski2p; involved in translation inhibition of non-poly_A_ mRNAs; required for repressing propagation of dsRNA viruses; human homolog is ASCC3"""
OG0000153	QNG16644.1 uncharacterized protein GWK60_L15917 [Nakaseomyces glabratus]	"YER172C BRR2 SGDID_S000000974_ Chr V from 536021-529530_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""RNA-dependent ATPase RNA helicase _DEIH box_; required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD"""
OG0000154	QNG13758.1 uncharacterized protein GWK60_G01199 [Nakaseomyces glabratus]	"YNL054W VAC7 SGDID_S000004999_ Chr XIV from 526086-529583_ Genome Release 64-5-1_ Verified ORF_ ""Integral vacuolar membrane protein; involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock; targeted to vacuole via AP-3 pathway"""
OG0000154	QNG13757.1 uncharacterized protein GWK60_G01177 [Nakaseomyces glabratus]	"YIL113W SDP1 SGDID_S000001375_ Chr IX from 150559-151188_ Genome Release 64-5-1_ Verified ORF_ ""Stress-inducible dual-specificity MAP kinase phosphatase; negatively regulates Slt2p MAP kinase by direct dephosphorylation_ diffuse localization under normal conditions shifts to punctate localization after heat shock; SDP1 has a paralog_ MSG5_ that arose from the whole genome duplication"", YNL053W MSG5 SGDID_S000004998_ Chr XIV from 529942-531411_ Genome Release 64-5-1_ Verified ORF_ ""Dual-specificity protein phosphatase; maintains low levels of both basal and induced cell integrity pathway signaling by dephosphorylation of the Slt2p MAPK; reciprocally regulated by Slt2p through phosphorylation; minor role with Ptp2p in the adaptive response to pheromone through the dephosphorylation of the Fus3p MAPK with major contribution by Ptp3p; inhibits the nuclear accumulation of Fus3p; two isoforms exist as the result of alternative translation initiation starts"""
OG0000155	QNG16908.1 SPE4 [Nakaseomyces glabratus]	"YLR146C SPE4 SGDID_S000004136_ Chr XII from 433725-432823_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Spermine synthase; required for the biosynthesis of spermine and also involved in biosynthesis of pantothenic acid"""
OG0000155	QNG12822.1 SPE3 [Nakaseomyces glabratus]	"YPR069C SPE3 SGDID_S000006273_ Chr XVI from 685437-684556_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Spermidine synthase; involved in biosynthesis of spermidine and also in biosynthesis of pantothenic acid; spermidine is required for growth of wild-type cells"""
OG0000156	QNG12988.1 uncharacterized protein GWK60_D05423 [Nakaseomyces glabratus]	"YFR032C RRT5 SGDID_S000001928_ Chr VI from 222959-222090_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; expressed at high levels during sporulation"""
OG0000156	QNG13207.1 uncharacterized protein GWK60_E03663 [Nakaseomyces glabratus]	"YHL034C SBP1 SGDID_S000001026_ Chr VIII from 34077-33193_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein involved in translation repression and P-body disassembly; binds to mRNAs under glucose starvation stress_ most often in the 5' UTR; found associated with small nucleolar RNAs snR10 and snR11; binds eIF4G; HMT1-dependent arginine monomethylation important for stress granule localization during glucose starvation and for eIF4G binding; contains an RGG motif; found in cytoplasmic P bodies and stress granules; SBP1 has a paralog_ RNP1_ that arose from the whole genome duplication"""
OG0000157	QNG14555.1 uncharacterized protein GWK60_H09427 [Nakaseomyces glabratus]	"YER015W FAA2 SGDID_S000000817_ Chr V from 184541-186775_ Genome Release 64-5-1_ Verified ORF_ ""Medium chain fatty acyl-CoA synthetase; activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains_ C9_0-C13_0; localized to the peroxisome; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon"""
OG0000158	QNG14500.1 uncharacterized protein GWK60_H08173 [Nakaseomyces glabratus]	"YOR026W BUB3 SGDID_S000005552_ Chr XV from 379781-380806_ Genome Release 64-5-1_ Verified ORF_ ""Kinetochore checkpoint WD40 repeat protein; localizes to kinetochores during prophase and metaphase_ delays anaphase in the presence of unattached kinetochores; forms complexes with Mad1p-Bub1p and with Cdc20p_ binds Mad2p and Mad3p; functions at kinetochore to activate APC/C-Cdc20p for normal mitotic progression"""
OG0000158	QNG13849.1 uncharacterized protein GWK60_G03267 [Nakaseomyces glabratus]	"YER107C GLE2 SGDID_S000000909_ Chr V from 374545-373448_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""RNA export factor associated with the nuclear pore complex _NPC_; associates with NUP116p; required for polyadenylated RNA export but not for protein import; homologous to S. pombe Rae1p and human RAE1"""
OG0000159	QNG12130.1 uncharacterized protein GWK60_A00517 [Nakaseomyces glabratus], QNG13730.1 uncharacterized protein GWK60_G00539 [Nakaseomyces glabratus]	"YGL002W ERP6 SGDID_S000002970_ Chr VII from 494517-495167_ Genome Release 64-5-1_ Verified ORF_ ""Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies; ERP6 has a paralog_ ERP1_ that arose from the whole genome duplication"", YAR002C-A ERP1 SGDID_S000002129_ Chr I from 154724-154065_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p_ Emp24p_ and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog_ ERP6_ that arose from the whole genome duplication"""
OG0000159	QNG16002.1 uncharacterized protein GWK60_L01045 [Nakaseomyces glabratus]	"YHR110W ERP5 SGDID_S000001152_ Chr VIII from 332282-332920_ Genome Release 64-5-1_ Verified ORF_ ""Protein with similarity to Emp24p and Erv25p; member of the p24 family involved in ER to Golgi transport"""
